VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract,Vehicle Age,Vehicle Category
JTJBCACB6T,King,Kent,WA,98031,2026,Lexus,RZ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,47.0,288347216,POINT (-122.17743 47.41185),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029407,0,BEV
JTMABACA5R,King,Des Moines,WA,98198,2024,Toyota,BZ4X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,33.0,270171618,POINT (-122.30615 47.38542),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028901,2,BEV
JTMFB3FV8R,Jefferson,Port Townsend,WA,98368,2024,Toyota,RAV4 PRIME (PHEV),Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42.0,24.0,281954340,POINT (-122.77263 48.1212),BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,53031950603,2,PHEV
7SAYGDEF7R,King,Issaquah,WA,98029,2024,Tesla,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,5.0,271571065,POINT (-122.01656 47.57118),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032221,2,BEV
JTMEB3FV0R,Clark,Vancouver,WA,98682,2024,Toyota,RAV4 PRIME (PHEV),Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42.0,17.0,262743694,POINT (-122.55149 45.69345),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040713,2,PHEV
KNDCE3LGXK,King,Redmond,WA,98052,2019,Kia,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239.0,45.0,108897169,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323,7,BEV
KM8KRDAF7P,King,Seattle,WA,98107,2023,Hyundai,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,43.0,253404630,POINT (-122.38591 47.67597),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003400,3,BEV
5YJXCBE28J,King,Seattle,WA,98125,2018,Tesla,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,46.0,244732029,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001100,8,BEV
WBY33AW02P,Snohomish,Edmonds,WA,98020,2023,Bmw,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,21.0,227506121,POINT (-122.37695 47.81113),PUGET SOUND ENERGY INC,53061050501,3,BEV
7SAYGDEF0P,Clark,Vancouver,WA,98684,2023,Tesla,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,17.0,244167500,POINT (-122.48723 45.63701),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041317,3,BEV
KNDC3DLC0R,King,Seattle,WA,98133,2024,Kia,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,32.0,261058500,POINT (-122.33364 47.73709),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001400,2,BEV
KMHC65LD9L,King,Seattle,WA,98144,2020,Hyundai,IONIQ,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,29.0,37.0,8874211,POINT (-122.30866 47.57874),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009300,6,PHEV
5UXTA6C03M,King,Seattle,WA,98125,2021,Bmw,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30.0,46.0,171222663,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000800,5,PHEV
1GYKPTRL0S,King,Seattle,WA,98108,2025,Cadillac,LYRIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,11.0,278731260,POINT (-122.31449 47.53917),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011200,1,BEV
7SAYGAEE6P,Clark,Vancouver,WA,98682,2023,Tesla,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,17.0,257997729,POINT (-122.55149 45.69345),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040713,3,BEV
3FMTK3SU1S,Yakima,Yakima,WA,98902,2025,Ford,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,15.0,286878525,POINT (-120.51904 46.59782),PACIFICORP,53077001100,1,BEV
7SAXCDE55P,King,Redmond,WA,98052,2023,Tesla,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,45.0,259674369,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321,3,BEV
5YJYGDEE4M,King,Seattle,WA,98102,2021,Tesla,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,43.0,161517940,POINT (-122.32427 47.63433),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006100,5,BEV
1G1FX6S08P,King,Auburn,WA,98002,2023,Chevrolet,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,47.0,268733013,POINT (-122.2229 47.307),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030600,3,BEV
7FCTGBAA5R,King,Kenmore,WA,98028,2024,Rivian,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,46.0,291413797,POINT (-122.24369 47.75892),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022101,2,BEV
7SAYGAEE6N,King,Kirkland,WA,98034,2022,Tesla,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,1.0,282247787,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022300,4,BEV
3GN7DNRP7R,Cowlitz,Kelso,WA,98626,2024,Chevrolet,EQUINOX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,19.0,287844518,POINT (-122.89867 46.14424),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015000901,2,BEV
YV4EK3ZK0T,King,Seattle,WA,98112,2026,Volvo,EX30,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,43.0,290249802,POINT (-122.30207 47.64085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006400,0,BEV
7FCTGAAL6N,King,Federal Way,WA,98003,2022,Rivian,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,30.0,265435600,POINT (-122.3303 47.30151),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030204,4,BEV
JTMABACA1S,King,Seattle,WA,98103,2025,Toyota,BZ4X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,43.0,276288687,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005000,1,BEV
4JGDM2EB1P,King,Kirkland,WA,98034,2023,Mercedes-Benz,EQS-CLASS SUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,45.0,260009508,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021903,3,BEV
1V2WNPE81P,King,Shoreline,WA,98155,2023,Volkswagen,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,32.0,284162882,POINT (-122.30304 47.75494),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020401,3,BEV
5YJ3E1EB3N,Clark,Ridgefield,WA,98642,2022,Tesla,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,17.0,259831064,POINT (-122.74595 45.81539),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040412,4,BEV
JTDACACU0R,Kitsap,Port Orchard,WA,98366,2024,Toyota,PRIUS PRIME (PHEV),Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39.0,26.0,269293454,POINT (-122.63848 47.5414),PUGET SOUND ENERGY INC,53035092300,2,PHEV
KNDC44LA8R,Thurston,Tumwater,WA,98512,2024,Kia,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,22.0,272074624,POINT (-123.04078 46.94792),PUGET SOUND ENERGY INC,53067010910,2,BEV
1G1FY6S03P,King,Renton,WA,98055,2023,Chevrolet,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,11.0,224252640,POINT (-122.19488 47.44034),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029308,3,BEV
7SAXCBE63P,Clark,Vancouver,WA,98683,2023,Tesla,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,17.0,279302558,POINT (-122.49212 45.60365),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041310,3,BEV
5UXTA6C04P,Clark,Ridgefield,WA,98642,2023,Bmw,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30.0,18.0,229514904,POINT (-122.74595 45.81539),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040303,3,PHEV
WA1L2BFZXN,King,Seattle,WA,98177,2022,Audi,Q4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,32.0,219952008,POINT (-122.37238 47.74068),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000402,4,BEV
1V2WNPE84P,Kitsap,Bainbridge Island,WA,98110,2023,Volkswagen,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,23.0,282966302,POINT (-122.521 47.62759),PUGET SOUND ENERGY INC,53035090800,3,BEV
WA1E2AFY3N,King,Kirkland,WA,98034,2022,Audi,Q5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22.0,45.0,282183142,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022006,4,PHEV
1G1FW6S01P,Lewis,Mossyrock,WA,98564,2023,Chevrolet,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,20.0,252310474,POINT (-122.48446 46.52948),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 1 OF LEWIS COUNTY,53041971700,3,BEV
JHMZC5F39J,King,Seattle,WA,98177,2018,Honda,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47.0,36.0,474307326,POINT (-122.37238 47.74068),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001400,8,PHEV
1GYKPRRL0R,Snohomish,Bothell,WA,98012,2024,Cadillac,LYRIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,1.0,265811682,POINT (-122.20105 47.84423),PUGET SOUND ENERGY INC,53061052009,2,BEV
1N4BZ0CP0G,King,Kent,WA,98030,2016,Nissan,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,47.0,317546960,POINT (-122.19976 47.37483),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029603,10,BEV
1G1RB6S55H,Kitsap,Port Orchard,WA,98367,2017,Chevrolet,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,26.0,291335390,POINT (-122.68516 47.50645),PUGET SOUND ENERGY INC,53035092902,9,PHEV
5YJ3E1EB1S,King,Kirkland,WA,98033,2025,Tesla,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,48.0,280979541,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022701,1,BEV
W1N9M0KB6P,King,Mercer Island,WA,98040,2023,Mercedes-Benz,EQB-CLASS,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,41.0,265811640,POINT (-122.21238 47.57816),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024500,3,BEV
3GNKD1RJ3S,Clark,Vancouver,WA,98662,2025,Chevrolet,BLAZER,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,17.0,282081929,POINT (-122.57722 45.64251),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040706,1,BEV
1G1FZ6S07L,King,Burien,WA,98146,2020,Chevrolet,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259.0,34.0,283230006,POINT (-122.36322 47.49736),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026700,6,BEV
WBY8P8C05M,King,Medina,WA,98039,2021,Bmw,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,153.0,48.0,273634630,POINT (-122.23892 47.61613),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024200,5,PHEV
5YJXCAE24G,Thurston,Yelm,WA,98597,2016,Tesla,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200.0,2.0,110145185,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012421,10,BEV
KNDC3DLC5N,Yakima,Yakima,WA,98902,2022,Kia,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,15.0,210098241,POINT (-120.51904 46.59782),PACIFICORP,53077001100,4,BEV
1GYKPVRL9R,Snohomish,Lake Stevens,WA,98258,2024,Cadillac,LYRIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,44.0,275216399,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,53061052607,2,BEV
WP1AA2XA5R,King,Bellevue,WA,98007,2024,Porsche,MACAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308.0,41.0,278292297,POINT (-122.12056 47.61334),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023604,2,BEV
5YJ3E1EA6M,King,Shoreline,WA,98133,2021,Tesla,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,32.0,144652217,POINT (-122.33364 47.73709),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020700,5,BEV
5YJYGAEE6M,King,Bellevue,WA,98004,2021,Tesla,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,48.0,166358517,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024002,5,BEV
JTMBDAFC6T,King,Seattle,WA,98125,2026,Subaru,SOLTERRA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,46.0,290522263,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002200,0,BEV
WVGUNPE21M,King,Kirkland,WA,98033,2021,Volkswagen,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,48.0,194313997,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022702,5,BEV
WA124BGF7S,King,Seattle,WA,98122,2025,Audi,Q6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,37.0,284702925,POINT (-122.31009 47.60803),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800,1,BEV
1C4JJXP61M,King,Kirkland,WA,98034,2021,Jeep,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25.0,1.0,157144501,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022300,5,PHEV
5YJSA1DN7D,Yakima,Yakima,WA,98902,2013,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208.0,15.0,116647926,POINT (-120.51904 46.59782),PACIFICORP,53077001201,13,BEV
JN1CF0BB9R,King,Kent,WA,98030,2024,Nissan,ARIYA HATCHBACK,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,47.0,275063988,POINT (-122.19976 47.37483),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029507,2,BEV
1G1FZ6S09K,Clark,Vancouver,WA,98686,2019,Chevrolet,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,49.0,259226215,POINT (-122.62731 45.71668),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040803,7,BEV
1C4RJXN64R,King,Bellevue,WA,98004,2024,Jeep,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21.0,41.0,275804560,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023901,2,PHEV
5YJYGAEE0M,King,North Bend,WA,98045,2021,Tesla,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,5.0,152643340,POINT (-121.7831 47.49348),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032704,5,BEV
YV4BR0CK7M,King,Seatac,WA,98188,2021,Volvo,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18.0,33.0,267273485,POINT (-122.27979 47.44952),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028100,5,PHEV
5YJYGDEE9M,Island,Camano Island,WA,98282,2021,Tesla,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,10.0,144832075,POINT (-122.40049 48.23986),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,53029971600,5,BEV
WA1L2BFZ1P,Clark,Camas,WA,98607,2023,Audi,Q4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,18.0,275279469,POINT (-122.40177 45.58705),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040605,3,BEV
WVWPR7AU8K,King,Seattle,WA,98115,2019,Volkswagen,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125.0,46.0,225939703,POINT (-122.31676 47.68156),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002200,7,BEV
WB523CF08S,Snohomish,Mukilteo,WA,98275,2025,Bmw,IX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,21.0,272630816,POINT (-122.29196 47.89908),PUGET SOUND ENERGY INC,53061042006,1,BEV
5UX43EU03T,King,Kirkland,WA,98033,2026,Bmw,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38.0,48.0,290709401,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022702,0,PHEV
KMHM34AC7P,Clark,Vancouver,WA,98683,2023,Hyundai,IONIQ 6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,17.0,255109501,POINT (-122.49212 45.60365),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041310,3,BEV
5YJ3E1EB8J,Clark,Vancouver,WA,98685,2018,Tesla,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,18.0,475821993,POINT (-122.70303 45.70954),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040904,8,BEV
KNDPZDDH7S,King,Redmond,WA,98052,2025,Kia,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34.0,45.0,278328529,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323,1,PHEV
5YJXCBE49G,Clark,Vancouver,WA,98662,2016,Tesla,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200.0,17.0,133032861,POINT (-122.57722 45.64251),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040709,10,BEV
W1NKM5GB0S,King,Kirkland,WA,98033,2025,Mercedes-Benz,GLC-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,54.0,45.0,279109988,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022603,1,PHEV
ZACPDFDW3R,King,Seattle,WA,98112,2024,Dodge,HORNET,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32.0,43.0,275069595,POINT (-122.30207 47.64085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006200,2,PHEV
3FMTK1RM9N,King,Bellevue,WA,98004,2022,Ford,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,48.0,217950113,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023805,4,BEV
W1N9M0KB7P,King,Bellevue,WA,98004,2023,Mercedes-Benz,EQB-CLASS,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,48.0,271273831,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023806,3,BEV
WBY33AW05R,King,Bellevue,WA,98004,2024,Bmw,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,48.0,260618830,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023805,2,BEV
1G1RD6E4XE,King,Shoreline,WA,98133,2014,Chevrolet,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38.0,32.0,122887250,POINT (-122.33364 47.73709),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020900,12,PHEV
1FMCU0E1XP,King,Kent,WA,98031,2023,Ford,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37.0,47.0,271072707,POINT (-122.17743 47.41185),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029405,3,PHEV
1N4AZ1BPXL,Thurston,Olympia,WA,98501,2020,Nissan,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149.0,22.0,161849124,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067010100,6,BEV
3GN7DNRPXS,King,Bothell,WA,98011,2025,Chevrolet,EQUINOX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,1.0,281986967,POINT (-122.20563 47.76144),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021804,1,BEV
YV4BC0PK9G,Kitsap,Bainbridge Island,WA,98110,2016,Volvo,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,13.0,23.0,254815963,POINT (-122.521 47.62759),PUGET SOUND ENERGY INC,53035090901,10,PHEV
3FA6P0SUXF,Clark,Vancouver,WA,98682,2015,Ford,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19.0,17.0,249742944,POINT (-122.55149 45.69345),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040707,11,PHEV
5YJ3E1EBXR,King,Kirkland,WA,98033,2024,Tesla,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,48.0,272590160,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022702,2,BEV
JA4T5VA98S,King,Kent,WA,98030,2025,Mitsubishi,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38.0,33.0,286623606,POINT (-122.19976 47.37483),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029701,1,PHEV
JN8AF0BE2S,Snohomish,Stanwood,WA,98292,2025,Nissan,ARIYA MPV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,10.0,278463216,POINT (-122.37265 48.24159),PUGET SOUND ENERGY INC,53061053102,1,BEV
