VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract,Vehicle Age,Vehicle Category
7SAXCDE55N,King,Clyde Hill,WA,98004,2022,Tesla,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,48.0,196668951,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024100,4,BEV
WA12AAGE7N,King,Renton,WA,98055,2022,Audi,E-TRON SPORTBACK,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,11.0,272245368,POINT (-122.19488 47.44034),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025703,4,BEV
KNDC44LAXP,King,Kent,WA,98030,2023,Kia,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,47.0,293951164,POINT (-122.19976 47.37483),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029507,3,BEV
W1NKJ8AB0S,King,Kent,WA,98030,2025,Mercedes-Benz,GLC-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,1.0,47.0,288033777,POINT (-122.19976 47.37483),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029507,1,PHEV
JTJCJMGA1S,King,Kirkland,WA,98033,2025,Lexus,RX,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37.0,48.0,276260519,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022702,1,PHEV
YV4H60PG7S,Clark,Vancouver,WA,98685,2025,Volvo,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32.0,18.0,277611771,POINT (-122.70303 45.70954),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040907,1,PHEV
1C4RJYB68N,King,Kirkland,WA,98034,2022,Jeep,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25.0,45.0,220510643,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022003,4,PHEV
WBY1Z2C54G,King,Bothell,WA,98011,2016,Bmw,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81.0,1.0,239533416,POINT (-122.20563 47.76144),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022102,10,BEV
KM8S7DA28N,Kitsap,Port Orchard,WA,98367,2022,Hyundai,SANTA FE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,31.0,35.0,286414810,POINT (-122.68516 47.50645),PUGET SOUND ENERGY INC,53035092901,4,PHEV
JTMFB3FV5P,Clark,Vancouver,WA,98684,2023,Toyota,RAV4 PRIME (PHEV),Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42.0,17.0,258538668,POINT (-122.48723 45.63701),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041319,3,PHEV
JTMEB3FV4N,Clark,Brush Prairie,WA,98606,2022,Toyota,RAV4 PRIME (PHEV),Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42.0,18.0,195239425,POINT (-122.54578 45.73473),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040603,4,PHEV
WP0AA2Y10S,King,Seattle,WA,98177,2025,Porsche,TAYCAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,32.0,290388374,POINT (-122.37238 47.74068),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000500,1,BEV
1FT6W3LU6S,King,Sammamish,WA,98075,2025,Ford,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,41.0,287572841,POINT (-122.03539 47.61344),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032215,1,BEV
KNDCT3L16R,King,Seattle,WA,98112,2024,Kia,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,43.0,266039343,POINT (-122.30207 47.64085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006300,2,BEV
1GKB0NDE9R,King,Shoreline,WA,98177,2024,Gmc,HUMMER EV SUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,32.0,261858383,POINT (-122.37238 47.74068),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020800,2,BEV
JHMZC5F33K,Jefferson,Port Townsend,WA,98368,2019,Honda,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47.0,24.0,282185214,POINT (-122.77263 48.1212),BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,53031950603,7,PHEV
1GT1ETED4T,Clark,Battle Ground,WA,98604,2026,Gmc,SIERRA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,17.0,290332941,POINT (-122.5331 45.78092),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040408,0,BEV
50EA1TEA2P,King,Seattle,WA,98177,2023,Lucid,AIR,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,32.0,238328121,POINT (-122.37238 47.74068),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000500,3,BEV
KNDC44LA9R,King,Renton,WA,98055,2024,Kia,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,11.0,277591506,POINT (-122.19488 47.44034),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025703,2,BEV
WDC0G5EB9J,Snohomish,Arlington,WA,98223,2018,Mercedes-Benz,GLC-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,9.0,39.0,227216594,POINT (-122.1264 48.19471),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,53061053509,8,PHEV
1GYKPYRL6S,King,Seattle,WA,98125,2025,Cadillac,LYRIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,46.0,282193509,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000102,1,BEV
1FADP5EU8H,King,Bothell,WA,98011,2017,Ford,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20.0,1.0,273887015,POINT (-122.20563 47.76144),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021802,9,PHEV
7FCTGAAP7T,Kitsap,Poulsbo,WA,98370,2026,Rivian,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,23.0,283581532,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090400,0,BEV
YV4H60DA4P,Clark,Vancouver,WA,98685,2023,Volvo,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35.0,18.0,227311759,POINT (-122.70303 45.70954),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040907,3,PHEV
YV4H60DA8P,King,Kirkland,WA,98033,2023,Volvo,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35.0,48.0,229479778,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022606,3,PHEV
1V2DSPE88R,Clark,Vancouver,WA,98685,2024,Volkswagen,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,18.0,280372837,POINT (-122.70303 45.70954),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040910,2,BEV
JN1DF0BB5P,King,Bellevue,WA,98005,2023,Nissan,ARIYA HATCHBACK,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,41.0,272886925,POINT (-122.1621 47.64441),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023601,3,BEV
WBY1Z4C50F,King,Shoreline,WA,98155,2015,Bmw,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72.0,32.0,287055135,POINT (-122.30304 47.75494),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033021000,11,PHEV
WP1AE2AY7K,King,Bellevue,WA,98008,2019,Porsche,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,13.0,48.0,8465152,POINT (-122.11867 47.63131),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023000,7,PHEV
3FMTK1RM7P,King,Seattle,WA,98101,2023,Ford,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,43.0,231131715,POINT (-122.34223 47.61085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008200,3,BEV
3FMTK1S53S,King,Seattle,WA,98103,2025,Ford,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,43.0,285032758,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005100,1,BEV
5LMTJ5DZ2R,Cowlitz,Castle Rock,WA,98611,2024,Lincoln,CORSAIR,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,28.0,20.0,267854667,POINT (-122.90724 46.27509),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015002004,2,PHEV
WP1AE2A25H,King,Renton,WA,98057,2017,Porsche,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14.0,37.0,167355478,POINT (-122.20489 47.47532),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025303,9,PHEV
3GYK3EM46T,King,Redmond,WA,98052,2026,Cadillac,OPTIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,48.0,290278453,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022902,0,BEV
KNDRMDLH0P,King,Seattle,WA,98144,2023,Kia,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32.0,37.0,278340933,POINT (-122.30866 47.57874),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009400,3,PHEV
KNDCC3LG6M,Thurston,Olympia,WA,98506,2021,Kia,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,22.0,272282552,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010200,5,BEV
WA11CBGE2P,King,Mercer Island,WA,98040,2023,Audi,E-TRON,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,41.0,290330904,POINT (-122.21238 47.57816),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024500,3,BEV
YV4H60DE2P,Kitsap,Bainbridge Island,WA,98110,2023,Volvo,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35.0,23.0,260607441,POINT (-122.521 47.62759),PUGET SOUND ENERGY INC,53035090901,3,PHEV
JTJHKCFZ0T,King,Sammamish,WA,98074,2026,Lexus,NX,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37.0,41.0,289623190,POINT (-122.02054 47.60326),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032217,0,PHEV
1C4RJXR69R,King,Redmond,WA,98052,2024,Jeep,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21.0,48.0,264458491,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022802,2,PHEV
KMHM24AC4S,King,Bellevue,WA,98006,2025,Hyundai,IONIQ 6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,41.0,282359213,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024904,1,BEV
1GYKPPRL5P,Cowlitz,Kalama,WA,98625,2023,Cadillac,LYRIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,20.0,241649936,POINT (-122.84226 46.00813),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015001601,3,BEV
3GYK3EMR9S,King,Bellevue,WA,98005,2025,Cadillac,OPTIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,48.0,285200667,POINT (-122.1621 47.64441),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023701,1,BEV
KM8K33AG5L,King,Seattle,WA,98177,2020,Hyundai,KONA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,258.0,32.0,121982206,POINT (-122.37238 47.74068),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000500,6,BEV
WBY1Z4C52E,King,Seattle,WA,98125,2014,Bmw,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72.0,46.0,476521,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000201,12,PHEV
5XYC4DJC5T,Clark,Vancouver,WA,98682,2026,Kia,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,17.0,293086307,POINT (-122.55149 45.69345),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040712,0,BEV
KMTGE4S17P,Thurston,Olympia,WA,98506,2023,Genesis,G80,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,22.0,286701285,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010200,3,BEV
W1KCG2EB8P,King,Bellevue,WA,98008,2023,Mercedes-Benz,EQS-CLASS SEDAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,48.0,261089209,POINT (-122.11867 47.63131),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023000,3,BEV
5YJYGDED1M,Clark,Vancouver,WA,98683,2021,Tesla,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,17.0,277533784,POINT (-122.49212 45.60365),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041309,5,BEV
1C4RJYB67S,King,Tukwila,WA,98188,2025,Jeep,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25.0,11.0,279129966,POINT (-122.27979 47.44952),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200,1,PHEV
3GPKHVRJ5R,King,Bellevue,WA,98005,2024,Honda,PROLOGUE,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,48.0,272560634,POINT (-122.1621 47.64441),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023701,2,BEV
JHMZC5F37L,King,Bothell,WA,98011,2020,Honda,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47.0,1.0,110069550,POINT (-122.20563 47.76144),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022001,6,PHEV
1N4AZ1CV1M,King,Covington,WA,98042,2021,Nissan,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,47.0,236227316,POINT (-122.10798 47.37124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032005,5,BEV
KNDRMDJH8T,King,Seattle,WA,98106,2026,Kia,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30.0,34.0,290188097,POINT (-122.35163 47.54287),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011300,0,PHEV
WP1AE2A25G,Kitsap,Seabeck,WA,98380,2016,Porsche,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14.0,35.0,187199456,POINT (-122.81585 47.64509),PUGET SOUND ENERGY INC,53035091301,10,PHEV
1G1FY6S07N,King,Des Moines,WA,98198,2022,Chevrolet,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,33.0,170785156,POINT (-122.30615 47.38542),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028902,4,BEV
1G1RE6E48E,Clark,Vancouver,WA,98682,2014,Chevrolet,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38.0,17.0,268153000,POINT (-122.55149 45.69345),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041333,12,PHEV
1V2JSPE81S,King,Kent,WA,98031,2025,Volkswagen,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,47.0,282494201,POINT (-122.17743 47.41185),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029406,1,BEV
1FMCU0LZ5M,King,Seattle,WA,98133,2021,Ford,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38.0,46.0,175904508,POINT (-122.33364 47.73709),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000300,5,PHEV
1C4RJYB6XS,King,Tukwila,WA,98188,2025,Jeep,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25.0,11.0,278906610,POINT (-122.27979 47.44952),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200,1,PHEV
WBA33AG06P,King,Bellevue,WA,98006,2023,Bmw,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18.0,41.0,251004106,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025007,3,PHEV
1V2VMPE88P,Clark,Vancouver,WA,98664,2023,Volkswagen,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,49.0,286230199,POINT (-122.59219 45.62158),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041206,3,BEV
3FMTK3RM3P,King,Redmond,WA,98052,2023,Ford,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,45.0,272734647,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022605,3,BEV
3FMTK1SS4M,Clark,Vancouver,WA,98682,2021,Ford,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,17.0,182665794,POINT (-122.55149 45.69345),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041330,5,BEV
WBY43FK0XR,King,Redmond,WA,98052,2024,Bmw,I5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,48.0,281596584,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022902,2,BEV
JTMABABA0S,King,Seattle,WA,98119,2025,Subaru,SOLTERRA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,36.0,282723094,POINT (-122.3684 47.64586),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005804,1,BEV
3MW39FS07P,King,Redmond,WA,98052,2023,Bmw,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20.0,48.0,240813331,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022803,3,PHEV
KMUKCDSCXT,Snohomish,Bothell,WA,98012,2026,Genesis,GV60,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,1.0,289842801,POINT (-122.20105 47.84423),PUGET SOUND ENERGY INC,53061051934,0,BEV
WBY73AW07R,Kitsap,Bainbridge Island,WA,98110,2024,Bmw,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,23.0,256319395,POINT (-122.521 47.62759),PUGET SOUND ENERGY INC,53035090800,2,BEV
3FMTK1SS8P,King,Auburn,WA,98092,2023,Ford,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,47.0,276880600,POINT (-122.18263 47.31825),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029602,3,BEV
1FTVW1EV1P,King,Seattle,WA,98133,2023,Ford,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,46.0,254643070,POINT (-122.33364 47.73709),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000602,3,BEV
WAUEJBFW5P,King,Bellevue,WA,98008,2023,Audi,E-TRON GT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,48.0,262328447,POINT (-122.11867 47.63131),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023100,3,BEV
1C4RJYE66S,Thurston,Olympia,WA,98512,2025,Jeep,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25.0,35.0,278274643,POINT (-123.04078 46.94792),PUGET SOUND ENERGY INC,53067011821,1,PHEV
5YJXCAE43H,King,Kirkland,WA,98034,2017,Tesla,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200.0,45.0,138159605,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021905,9,BEV
7JRH60FL3P,King,Kirkland,WA,98033,2023,Volvo,S60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,41.0,48.0,229453843,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022603,3,PHEV
KMHM54AC5R,Thurston,Olympia,WA,98502,2024,Hyundai,IONIQ 6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,22.0,272160045,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010600,2,BEV
7FCTGCAPXS,Kitsap,Bainbridge Island,WA,98110,2025,Rivian,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,23.0,284241450,POINT (-122.521 47.62759),PUGET SOUND ENERGY INC,53035090700,1,BEV
W1KFJ4EB1T,King,Auburn,WA,98002,2026,Mercedes-Benz,CLA-CLASS,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,47.0,290971299,POINT (-122.2229 47.307),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030503,0,BEV
3FMTK3R72M,King,Seattle,WA,98125,2021,Ford,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,46.0,276150752,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000202,5,BEV
3FMTK4SE6M,Clark,Vancouver,WA,98661,2021,Ford,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,49.0,277387288,POINT (-122.62934 45.63201),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011042601,5,BEV
KM8JBDA21N,King,Seattle,WA,98107,2022,Hyundai,TUCSON,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33.0,36.0,277910965,POINT (-122.38591 47.67597),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004703,4,PHEV
KNDAFFS51R,King,Seattle,WA,98107,2024,Kia,EV9,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,43.0,272490403,POINT (-122.38591 47.67597),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004800,2,BEV
YV4H60LE1R,King,Renton,WA,98056,2024,Volvo,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32.0,41.0,262937874,POINT (-122.18839 47.51197),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025304,2,PHEV
YV4BR0DM9M,Kitsap,Port Orchard,WA,98367,2021,Volvo,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18.0,26.0,135178102,POINT (-122.68516 47.50645),PUGET SOUND ENERGY INC,53035092902,5,PHEV
YV1H60EP4R,King,Seattle,WA,98122,2024,Volvo,V60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,41.0,37.0,267378142,POINT (-122.31009 47.60803),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007902,2,PHEV
2C4RC1S78N,Thurston,Olympia,WA,98512,2022,Chrysler,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32.0,35.0,272729166,POINT (-123.04078 46.94792),PUGET SOUND ENERGY INC,53067011822,4,PHEV
JN1DF0CD1R,King,Shoreline,WA,98177,2024,Nissan,ARIYA HATCHBACK,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,32.0,267382104,POINT (-122.37238 47.74068),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020100,2,BEV
1G1FZ6EV1V,King,Covington,WA,98042,2027,Chevrolet,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,47.0,292709651,POINT (-122.10798 47.37124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032006,-1,BEV
3GNKDJRJ5S,King,Seattle,WA,98121,2025,Chevrolet,BLAZER,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,36.0,278548084,POINT (-122.34468 47.61578),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008101,1,BEV
3FMTK3S58P,Clark,Brush Prairie,WA,98606,2023,Ford,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,17.0,273723957,POINT (-122.54578 45.73473),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040715,3,BEV
KM8K53AG5L,King,Seattle,WA,98133,2020,Hyundai,KONA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,258.0,32.0,132646363,POINT (-122.33364 47.73709),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000403,6,BEV
KNDCC3LD0K,King,Kent,WA,98031,2019,Kia,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26.0,47.0,117909438,POINT (-122.17743 47.41185),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029405,7,PHEV
1N4BZ1DV4N,King,Tukwila,WA,98168,2022,Nissan,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,11.0,275477807,POINT (-122.29411 47.48924),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033027300,4,BEV
WBY8P4C00M,Thurston,Olympia,WA,98502,2021,Bmw,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,126.0,22.0,274651688,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010520,5,PHEV
